shipmentID,pickupDate,originCity,originStateProvince,originPostalCode,originCountry,destinationCity,destinationStateProvince,destinationPostalCode,destinationCountry,accessorialCodes,classification1,weight1,description1,packagingType1,pieces1,length1,width1,height1,classification2,weight2,description2,packagingType2,pieces2,length2,width2,height2,classification3,weight3,description3,packagingType3,pieces3,length3,width3,height3,classification4,weight4,description4,packagingType4,pieces4,length4,width4,height4,classification5,weight5,description5,packagingType5,pieces5,length5,width5,height5,classification6,weight6,description6,packagingType6,pieces6,length6,width6,height6,classification7,weight7,description7,packagingType7,pieces7,length7,width7,height7,classification8,weight8,description8,packagingType8,pieces8,length8,width8,height8
14222,20260512,,,79927,USA,,,76063,USA,,70,1052,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14223,20260512,,,79927,USA,,,76065,USA,,65,1568,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14224,20260512,,,79927,USA,,,76084,USA,,65,1317.933333,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14225,20260512,,,79927,USA,,,76118,USA,,50,150,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14226,20260512,,,79927,USA,,,76119,USA,,50,150,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14227,20260512,,,79927,USA,,,76137,USA,,50,150,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14228,20260512,,,79927,USA,,,76155,USA,,50,150,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14229,20260512,,,79927,USA,,,76177,USA,,50,150,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14230,20260512,,,79927,USA,,,76208,USA,,60,411,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14231,20260512,,,79927,USA,,,76249,USA,,65,345,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14232,20260512,,,79927,USA,,,76437,USA,,85,315,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14233,20260512,,,79927,USA,,,76470,USA,,125,516,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14234,20260512,,,79927,USA,,,76569,USA,,77,496,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14235,20260512,,,79927,USA,,,76577,USA,,92,589,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14236,20260512,,,79927,USA,,,76645,USA,,110,243,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14237,20260512,,,79927,USA,,,76664,USA,,50,755,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14238,20260512,,,79927,USA,,,76689,USA,,100,190,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14239,20260512,,,79927,USA,,,76905,USA,,70,203,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14240,20260512,,,79927,USA,,,77003,USA,,50,477,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14241,20260512,,,79927,USA,,,77004,USA,,50,477,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14242,20260512,,,79927,USA,,,77020,USA,,50,477,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14243,20260512,,,79927,USA,,,77029,USA,,50,477,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14244,20260512,,,79927,USA,,,77034,USA,,50,477,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14245,20260512,,,79927,USA,,,77038,USA,,50,477,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14246,20260512,,,79927,USA,,,77040,USA,,100,1592,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14247,20260512,,,79927,USA,,,77041,USA,,50,477,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14248,20260512,,,79927,USA,,,77047,USA,,50,477,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14249,20260512,,,79927,USA,,,77060,USA,,50,477,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14250,20260512,,,79927,USA,,,77064,USA,,50,477,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14251,20260512,,,79927,USA,,,77092,USA,,50,477,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14252,20260512,,,79927,USA,,,7731,USA,,65,238,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14253,20260512,,,79927,USA,,,77351,USA,,70,225,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14254,20260512,,,79927,USA,,,77430,USA,,70,401,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14255,20260512,,,79927,USA,,,77437,USA,,70,1192,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14256,20260512,,,79927,USA,,,77447,USA,,55,1130,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14257,20260512,,,79927,USA,,,77469,USA,,50,558,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14258,20260512,,,79927,USA,,,77484,USA,,70,4405,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14259,20260512,,,79927,USA,,,77488,USA,,70,2115,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14260,20260512,,,79927,USA,,,77489,USA,,175,666,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14261,20260512,,,79927,USA,,,77493,USA,,70,151,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14262,20260512,,,79927,USA,,,77507,USA,,60,3090,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14263,20260512,,,79927,USA,,,77531,USA,,92,381,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14264,20260512,,,79927,USA,,,77541,USA,,100,150,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14265,20260512,,,79927,USA,,,77571,USA,,70,150,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14266,20260512,,,79927,USA,,,77623,USA,,50,345,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14267,20260512,,,79927,USA,,,77642,USA,,100,152,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14268,20260512,,,79927,USA,,,77808,USA,,70,151,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14269,20260512,,,79927,USA,,,77868,USA,,250,235,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14270,20260512,,,79927,USA,,,78040,USA,,60,919.8,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14271,20260512,,,79927,USA,,,78043,USA,,60,919.8,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14272,20260512,,,79927,USA,,,78044,USA,,60,919.8,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14273,20260512,,,79927,USA,,,78045,USA,,60,919.8,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14274,20260512,,,79927,USA,,,78046,USA,,60,919.8,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14275,20260512,,,79927,USA,,,78130,USA,,70,484.2,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14276,20260512,,,79927,USA,,,78154,USA,,50,745,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14277,20260512,,,79927,USA,,,78155,USA,,70,1121.86,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14278,20260512,,,79927,USA,,,78217,USA,,50,244,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14279,20260512,,,79927,USA,,,78218,USA,,50,244,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14280,20260512,,,79927,USA,,,78219,USA,,50,244,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14281,20260512,,,79927,USA,,,78247,USA,,50,244,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14282,20260512,,,79927,USA,,,78344,USA,,70,152,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14283,20260512,,,79927,USA,,,78363,USA,,70,400,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14284,20260512,,,79927,USA,,,78408,USA,,70,708.3333333,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14285,20260512,,,79927,USA,,,78503,USA,,70,1615,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14286,20260512,,,79927,USA,,,78550,USA,,150,282,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14287,20260512,,,79927,USA,,,78575,USA,,100,198,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14288,20260512,,,79927,USA,,,78577,USA,,70,423,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14289,20260512,,,79927,USA,,,78599,USA,,100,480,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14290,20260512,,,79927,USA,,,78602,USA,,70,150,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14291,20260512,,,79927,USA,,,78626,USA,,50,978,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14292,20260512,,,79927,USA,,,78744,USA,,70,1143.066667,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14293,20260512,,,79927,USA,,,78753,USA,,70,1143.066667,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14294,20260512,,,79927,USA,,,78758,USA,,70,1143.066667,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14295,20260512,,,79927,USA,,,78759,USA,,70,1143.066667,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14296,20260512,,,79927,USA,,,78840,USA,,70,189.75,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14297,20260512,,,79927,USA,,,78852,USA,,70,652.4,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14298,20260512,,,79927,USA,,,78870,USA,,110,984,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14299,20260512,,,79927,USA,,,79039,USA,,100,151,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14300,20260512,,,79927,USA,,,79043,USA,,70,3880,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14301,20260512,,,79927,USA,,,79101,USA,,50,220,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14302,20260512,,,79927,USA,,,79119,USA,,50,220,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14303,20260512,,,79927,USA,,,79201,USA,,50,182,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14304,20260512,,,79927,USA,,,79220,USA,,50,610,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14305,20260512,,,79927,USA,,,79404,USA,,65,568,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14306,20260512,,,79927,USA,,,79411,USA,,65,568,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14307,20260512,,,79927,USA,,,79521,USA,,77,426,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14308,20260512,,,79927,USA,,,79536,USA,,65,542,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14309,20260512,,,79927,USA,,,79706,USA,,50,152,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14310,20260512,,,79927,USA,,,79714,USA,,70,240.5,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14311,20260512,,,79927,USA,,,79720,USA,,150,153,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14312,20260512,,,79927,USA,,,79738,USA,,85,2280,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14313,20260512,,,79927,USA,,,79761,USA,,50,816.5,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14314,20260512,,,79927,USA,,,79764,USA,,50,816.5,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14315,20260512,,,79927,USA,,,79765,USA,,50,816.5,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14316,20260512,,,79927,USA,,,79772,USA,,92,155,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14317,20260512,,,79927,USA,,,79936,USA,,50,1251.833333,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14318,20260512,,,79927,USA,,,80002,USA,,50,960.4,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14319,20260512,,,79927,USA,,,80011,USA,,70,150,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14320,20260512,,,79927,USA,,,80102,USA,,125,640,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14321,20260512,,,79927,USA,,,80238,USA,,50,333.875,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14322,20260512,,,79927,USA,,,80239,USA,,50,333.875,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14323,20260512,,,79927,USA,,,80601,USA,,50,267.75,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14324,20260512,,,79927,USA,,,80603,USA,,50,267.75,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14325,20260512,,,79927,USA,,,80621,USA,,300,830,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14326,20260512,,,79927,USA,,,80631,USA,,70,2216.5,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14327,20260512,,,79927,USA,,,8085,USA,,175,292.6666667,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14328,20260512,,,79927,USA,,,81635,USA,,175,190,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14329,20260512,,,79927,USA,,,82070,USA,,92,161,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14330,20260512,,,79927,USA,,,82083,USA,,175,165,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14331,20260512,,,79927,USA,,,82601,USA,,70,596,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14332,20260512,,,79927,USA,,,82633,USA,,70,352.3333333,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14333,20260512,,,79927,USA,,,83709,USA,,50,804.5,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14334,20260512,,,79927,USA,,,83713,USA,,50,804.5,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14335,20260512,,,79927,USA,,,84042,USA,,85,197,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14336,20260512,,,79927,USA,,,84087,USA,,60,372,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14337,20260512,,,79927,USA,,,84104,USA,,50,859.25,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14338,20260512,,,79927,USA,,,84119,USA,,50,859.25,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14339,20260512,,,79927,USA,,,84128,USA,,50,347.6666667,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14340,20260512,,,79927,USA,,,84790,USA,,65,290.6666667,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14341,20260512,,,79927,USA,,,85009,USA,,50,654,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14342,20260512,,,79927,USA,,,85021,USA,,50,654,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14343,20260512,,,79927,USA,,,85034,USA,,50,654,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14344,20260512,,,79927,USA,,,85040,USA,,50,654,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14345,20260512,,,79927,USA,,,85085,USA,,50,654,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14346,20260512,,,79927,USA,,,8512,USA,,50,152,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14347,20260512,,,79927,USA,,,85128,USA,,70,1742,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14348,20260512,,,79927,USA,,,85212,USA,,70,257.3333333,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14349,20260512,,,79927,USA,,,85226,USA,,70,590.3333333,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14350,20260512,,,79927,USA,,,85233,USA,,70,212,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14351,20260512,,,79927,USA,,,85281,USA,,50,150,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14352,20260512,,,79927,USA,,,85286,USA,,70,590.3333333,Umbrellas,PAT,1,48,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
